id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
1,1,32.7,-109.92,3025,1226,432,184,106,137,212,187,80,4,40,96,125,148,12,244,78
2,2,32.72,-109.92,3020,1128,371,177,100,141,203,195,80,4,44,91,128,145,12,270,81
3,3,36.85,-112.02,1800,2742,1556,235,166,37,86,44,55,36,2,26,20,54,16,98,14
4,4,35.23,-111.57,2000,2187,1147,182,111,95,110,104,90,22,4,53,60,90,6,173,38
5,5,35.064,-113.876,1893,2699,1413,274,175,48,100,112,64,28,1,19,42,33,19,148,25
6,6,32.377,-110.685,1877,3046,1628,300,209,145,217,254,105,5,22,43,76,97,8,238,53
7,7,32.377,-110.685,1877,3046,1628,300,209,145,217,254,105,5,22,43,76,97,8,238,53
8,8,33.8,-109.32,2438,1570,665,153,76,113,180,188,120,6,10,66,63,96,15,237,65
9,9,33.8,-109.32,2438,1570,665,153,76,113,180,188,120,6,10,66,63,96,15,237,65
10,10,32.627,-110.298,2074,2674,1360,280,180,89,154,154,52,6,22,34,62,70,7,149,36
11,11,31.726,-110.84,2278,2508,1236,279,192,157,234,267,124,4,50,118,98,162,38,245,61
12,12,31.723,-110.839,2385,2355,1136,269,182,164,246,278,133,4,55,123,102,171,39,254,63
13,13,35.27,-111.75,2260,1646,784,137,66,125,135,130,125,30,3,53,71,96,6,186,45
14,14,32.622,-109.819,2667,1755,758,223,127,107,177,181,67,4,33,71,104,112,12,195,57
15,15,32.586,-110.283,2252,2400,1179,264,164,86,140,171,52,6,22,35,64,71,8,159,36
16,16,35.09,-113.9,2300,2088,1014,236,137,47,124,120,72,34,1,20,44,35,22,164,27
17,17,32,-109.33,1828,3081,1644,278,181,66,126,156,46,3,32,69,93,57,17,136,40
18,18,32,-109.33,1828,3081,1644,278,181,66,126,156,46,3,32,69,93,57,17,136,40
19,19,32.12,-110.52,2200,2490,1236,284,190,106,181,188,75,4,26,65,85,105,16,179,42
20,20,32.442,-110.784,2746,1465,569,207,121,201,357,351,153,7,16,54,125,117,10,459,86
21,21,31.461,-110.355,1812,3205,1721,291,202,106,167,160,59,4,48,82,82,96,28,135,51
22,22,36.6833,-110.5333,500,2951,1725,204,138,30,19,15,37,8,2,26,9,39,6,21,6
23,23,33.992,-109.381,2969,924,263,109,44,149,281,309,211,6,16,75,70,93,14,336,90
24,24,35.17,-111.52,2057,2041,1044,176,104,112,134,121,109,24,5,52,65,93,6,177,49
25,25,35.17,-111.52,2057,2041,1044,176,104,112,134,121,109,24,5,52,65,93,6,177,49
26,26,32.712,-109.922,3014,1205,419,183,106,137,207,191,80,4,41,93,125,147,12,252,78
27,27,32.7,-109.92,2896,1361,518,196,114,135,200,187,76,4,40,90,122,141,12,244,77
28,28,32.41378,-110.714957,2534,1810,788,227,136,162,267,324,131,6,25,54,104,125,9,298,70
29,29,32.41378,-110.714957,2534,1810,788,227,136,162,267,324,131,6,25,54,104,125,9,298,70
30,30,32.433619,-110.790248,2577,1735,737,227,136,192,335,337,144,6,18,53,116,114,9,418,80
31,31,32.433619,-110.790248,2577,1735,737,227,136,192,335,337,144,6,18,53,116,114,9,418,80
32,32,32.41378,-110.714957,2534,1810,788,227,136,162,267,324,131,6,25,54,104,125,9,298,70
33,33,32.41378,-110.714957,2534,1810,788,227,136,162,267,324,131,6,25,54,104,125,9,298,70
