id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
1,1,32.7,-109.92,3025,1860,842,210,138,47,81,44,31,2,69,131,100,42,1,37,5
2,2,32.72,-109.92,3020,1752,774,206,134,47,77,45,30,2,75,124,101,42,1,40,5
3,3,36.85,-112.02,1800,3443,2129,262,182,39,22,38,6,6,18,5,74,2,14,6,1
4,4,35.23,-111.57,2000,2683,1518,206,127,33,67,63,18,4,30,50,109,16,50,15,1
5,5,35.064,-113.876,1893,3269,1913,275,192,84,111,131,72,15,6,47,79,40,24,6,2
6,6,32.377,-110.685,1877,3787,2249,301,217,111,115,98,56,2,33,125,102,31,5,62,2
7,7,32.377,-110.685,1877,3787,2249,301,217,111,115,98,56,2,33,125,102,31,5,62,2
8,8,33.8,-109.32,2438,1990,961,177,96,53,78,90,21,4,31,100,85,34,15,27,3
9,9,33.8,-109.32,2438,1990,961,177,96,53,78,90,21,4,31,100,85,34,15,27,3
10,10,32.627,-110.298,2074,3426,1977,284,199,28,62,40,20,2,31,63,54,17,2,13,2
11,11,31.726,-110.84,2278,3174,1750,278,196,145,141,98,44,2,69,241,131,48,0,84,1
12,12,31.723,-110.839,2385,3017,1636,269,188,151,149,102,47,2,75,250,136,51,0,87,1
13,13,35.27,-111.75,2260,2049,1063,163,79,42,89,71,26,5,27,55,130,15,47,9,1
14,14,32.622,-109.819,2667,2429,1254,235,152,45,70,43,29,2,60,93,85,34,0,38,3
15,15,32.586,-110.283,2252,3127,1757,270,187,29,56,45,21,2,32,63,55,17,2,15,2
16,16,35.09,-113.9,2300,2650,1469,245,164,84,139,144,82,18,12,48,84,43,27,7,2
17,17,32,-109.33,1828,3705,2164,271,185,81,78,44,42,1,59,110,150,17,0,73,1
18,18,32,-109.33,1828,3705,2164,271,185,81,78,44,42,1,59,110,150,17,0,73,1
19,19,32.12,-110.52,2200,3185,1782,284,202,82,94,66,36,2,38,152,99,30,2,48,1
20,20,32.442,-110.784,2746,2106,1017,226,156,153,201,139,83,2,23,167,180,39,9,115,3
21,21,31.461,-110.355,1812,3964,2337,296,213,102,124,51,26,1,70,159,104,45,2,27,3
22,22,36.6833,-110.5333,500,3682,2329,232,172,19,6,19,7,1,5,3,33,4,21,3,1
23,23,33.992,-109.381,2969,1296,503,145,58,89,113,184,59,5,43,112,101,32,19,54,4
24,24,35.17,-111.52,2057,2540,1411,201,122,39,80,74,22,5,33,51,114,16,50,17,2
25,25,35.17,-111.52,2057,2540,1411,201,122,39,80,74,22,5,33,51,114,16,50,17,2
26,26,32.712,-109.922,3014,1838,830,209,138,46,79,44,30,2,71,127,99,42,1,38,5
27,27,32.7,-109.92,2896,2019,961,219,145,46,77,44,29,2,69,124,97,41,1,37,5
28,28,32.41378,-110.714957,2534,2477,1285,240,167,121,144,126,70,3,36,159,142,40,6,74,2
29,29,32.41378,-110.714957,2534,2477,1285,240,167,121,144,126,70,3,36,159,142,40,6,74,2
30,30,32.433619,-110.790248,2577,2397,1227,240,166,148,189,135,79,2,26,163,169,39,8,107,3
31,31,32.433619,-110.790248,2577,2397,1227,240,166,148,189,135,79,2,26,163,169,39,8,107,3
32,32,32.41378,-110.714957,2534,2477,1285,240,167,121,144,126,70,3,36,159,142,40,6,74,2
33,33,32.41378,-110.714957,2534,2477,1285,240,167,121,144,126,70,3,36,159,142,40,6,74,2
34,34,32.41378,-110.714957,2534,2477,1285,240,167,121,144,126,70,3,36,159,142,40,6,74,2
35,35,32.433619,-110.790248,2577,2397,1227,240,166,148,189,135,79,2,26,163,169,39,8,107,3
36,36,32.433619,-110.790248,2577,2397,1227,240,166,148,189,135,79,2,26,163,169,39,8,107,3
37,37,32.433619,-110.790248,2577,2397,1227,240,166,148,189,135,79,2,26,163,169,39,8,107,3
38,38,34.88,-111.82,1377,4093,2519,296,206,30,76,66,21,2,30,54,60,13,28,8,1
39,39,35.38,-111.53,2225,2247,1200,181,103,37,62,62,20,7,20,40,133,19,50,18,2
40,40,35.23,-111.57,2000,2683,1518,206,127,33,67,63,18,4,30,50,109,16,50,15,1
41,41,35.5,-111.83,2194,2243,1194,181,100,42,77,70,25,7,23,40,133,15,46,13,2
42,42,35.32,-111.72,2682,1584,736,152,68,68,130,119,44,9,44,57,144,18,64,16,2
43,43,35.2,-112.2,2157,2374,1289,189,109,44,132,91,37,4,31,58,94,14,33,11,2
44,44,36.4,-112.2,2781,1875,949,178,98,100,66,104,22,17,35,9,136,3,23,15,3
45,45,34,-109.3,2845,1413,578,152,66,77,92,160,46,5,46,121,106,34,20,46,3
46,46,36.5,-112.7,1680,3606,2233,263,185,32,39,32,8,8,14,9,73,2,12,14,1
47,47,35.9,-111.8,1937,2787,1599,216,138,39,41,55,17,8,14,15,101,9,33,10,2
48,48,35.1,-112.2,1896,2815,1616,213,132,43,128,88,37,3,28,55,83,14,30,11,1
49,49,34.6,-110.8,2001,2849,1638,225,152,21,43,73,16,5,24,41,76,10,22,21,2
50,50,35.268981,-111.743513,2213,2094,1094,165,80,40,84,68,24,4,27,55,126,15,47,9,1
51,51,36.462,-112.406,2125,2629,1504,215,137,55,41,54,12,11,26,9,103,2,15,12,1
52,52,36.437,-112.092,2675,1976,1024,187,108,100,58,105,22,16,34,9,140,4,27,15,3
53,53,36.439,-112.226,2650,2000,1030,185,104,88,54,91,18,17,38,9,137,2,21,14,2
54,54,36.684,-112.285,2300,2521,1426,219,143,62,29,61,8,12,38,8,124,0,16,12,1
55,55,36.768,-112.182,2300,2581,1475,223,149,66,28,65,7,10,37,8,122,1,17,10,1
56,56,36.603,-112.156,2500,2243,1223,205,132,85,42,85,13,13,38,8,133,2,21,12,2
57,57,36.352,-112.101,2775,1805,889,182,100,121,79,122,26,16,27,10,142,5,29,17,4
58,58,35.054572,-111.604947,2190,2220,1177,182,101,60,126,116,33,5,41,61,108,16,57,20,2
59,59,35.054572,-111.604947,2190,2220,1177,182,101,60,126,116,33,5,41,61,108,16,57,20,2
60,60,34.741633,-111.5042,2055,2509,1383,204,126,48,119,116,23,3,32,70,76,12,35,15,2
61,61,34.741633,-111.5042,2055,2509,1383,204,126,48,119,116,23,3,32,70,76,12,35,15,2
62,62,35.3,-120.27,580,4341,2636,341,286,114,288,153,68,9,2,0,1,13,0,141,52
63,63,39.02,-122.82,426,3770,2220,318,231,210,322,175,88,19,1,0,5,1,12,279,243
64,64,37.72,-120.42,274,4794,3059,357,327,100,138,113,55,21,1,1,1,0,8,97,97
65,65,39.52,-121.43,305,4631,2937,354,321,269,347,206,71,67,2,1,12,5,23,370,285
66,66,40.27,-121.85,853,4090,2533,340,283,204,298,238,83,100,1,1,27,40,29,386,291
67,67,38.77,-121.1,183,4559,2861,353,320,126,187,131,33,26,1,1,5,1,12,135,127
68,68,35.52,-118.67,670,4472,2779,337,276,92,139,116,53,13,2,0,1,1,3,76,29
69,69,37.87,-121.95,245,4031,2336,358,339,140,182,105,66,23,1,1,2,3,13,125,145
70,70,37.05,-121,396,4585,2842,364,356,71,106,36,27,8,0,0,0,1,1,35,34
71,71,36.47,-121.18,350,4228,2535,332,265,79,192,80,64,12,1,1,1,6,1,64,46
72,72,38.7,-120,2591,1336,567,171,93,150,314,376,44,44,4,19,15,33,33,192,159
73,73,39.52,-120.55,1921,1988,1016,210,131,220,386,432,58,93,2,6,31,3,56,407,304
74,74,39.55,-120.2,2268,1670,799,184,104,83,187,262,35,36,2,11,17,5,34,138,127
75,75,37.75,-118.68,2990,1502,679,176,99,34,292,75,32,3,20,37,6,15,6,107,26
76,76,37.63,-121.77,149,4106,2407,352,321,110,143,87,64,15,1,0,1,3,6,68,108
77,77,37.63,-121.77,149,4106,2407,352,321,110,143,87,64,15,1,0,1,3,6,68,108
78,78,37.87,-119.37,2630,1248,495,141,65,91,247,145,29,25,7,40,6,11,16,108,99
79,79,37.88,-119.37,2626,1278,517,143,67,92,248,145,29,25,7,40,6,11,16,106,99
80,80,37.87,-119.37,2615,1252,498,141,65,91,247,145,29,25,7,39,6,11,16,108,99
81,81,37.4,-121.78,475,3971,2274,359,344,150,222,141,97,24,2,0,1,3,6,90,155
82,82,36.49,-120.88,1067,4048,2398,354,324,100,229,81,72,12,1,1,1,8,1,85,37
83,83,36.34,-120.52,1219,3969,2375,345,296,97,241,61,60,15,2,0,2,7,1,98,35
84,84,40.53,-122.03,396,4731,3059,352,308,188,220,188,66,69,1,1,21,28,19,308,246
85,85,39.21,-122.44,468,4419,2765,341,283,189,311,117,73,15,1,1,5,1,4,181,191
86,86,40.28,-122.45,421,4855,3174,353,309,229,332,198,77,39,5,1,23,32,13,325,284
87,87,36.29,-118.78,1132,4232,2613,345,297,154,267,262,124,32,3,1,1,0,0,198,96
88,88,40.25,-122.38,218,4949,3255,353,308,204,266,164,62,40,4,1,19,32,12,289,256
89,89,35.91,-118.67,1237,3647,2140,316,235,149,232,215,82,22,2,1,1,0,0,152,69
