id1,id2,lat,lon,elev,DD5,DD1040,NFFD,FFP,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
1,1,32.7,-109.92,3025,1214,396,177,108,39,84,38,19,3,4,192,279,21,8,66,245
2,2,32.72,-109.92,3020,1112,340,170,103,40,80,40,19,3,5,183,288,21,9,73,255
3,3,36.85,-112.02,1800,2715,1484,252,176,36,17,79,29,12,2,41,62,25,5,59,54
4,4,35.23,-111.57,2000,2114,1035,185,108,25,24,89,21,11,2,77,98,27,9,92,107
5,5,35.064,-113.876,1893,2572,1316,261,171,23,25,131,49,10,1,55,71,8,7,61,78
6,6,32.377,-110.685,1877,3116,1630,298,210,32,80,41,27,3,2,102,189,13,9,48,188
7,7,32.377,-110.685,1877,3116,1630,298,210,32,80,41,27,3,2,102,189,13,9,48,188
8,8,33.8,-109.32,2438,1565,625,146,75,41,42,76,38,7,0,89,102,46,12,80,191
9,9,33.8,-109.32,2438,1565,625,146,75,41,42,76,38,7,0,89,102,46,12,80,191
10,10,32.627,-110.298,2074,2705,1339,274,180,24,59,31,13,4,1,81,155,9,7,33,119
11,11,31.726,-110.84,2278,2628,1270,284,199,39,105,51,24,2,5,187,124,43,25,53,197
12,12,31.723,-110.839,2385,2469,1163,274,189,41,111,53,26,2,5,195,128,46,26,55,205
13,13,35.27,-111.75,2260,1534,657,136,62,35,29,120,31,14,1,85,111,27,9,100,132
14,14,32.622,-109.819,2667,1766,725,215,130,32,73,36,15,3,4,133,218,17,7,55,176
15,15,32.586,-110.283,2252,2425,1150,258,165,23,55,33,13,4,1,81,157,9,7,35,121
16,16,35.09,-113.9,2300,1976,923,223,137,23,30,142,55,12,3,59,74,9,8,68,86
17,17,32,-109.33,1828,3151,1645,275,185,30,60,33,7,1,3,88,129,13,9,44,115
18,18,32,-109.33,1828,3151,1645,275,185,30,60,33,7,1,3,88,129,13,9,44,115
19,19,32.12,-110.52,2200,2562,1240,284,193,27,78,29,16,2,2,129,166,18,12,38,141
20,20,32.442,-110.784,2746,1473,534,204,123,41,125,59,40,4,1,133,332,16,11,90,311
21,21,31.461,-110.355,1812,3335,1775,296,209,31,85,37,10,2,6,111,90,29,15,29,150
22,22,36.6833,-110.5333,500,3005,1688,222,156,12,5,19,11,3,0,30,37,25,3,15,18
23,23,33.992,-109.381,2969,892,235,106,39,60,63,134,67,7,1,101,117,49,12,116,241
24,24,35.17,-111.52,2057,1965,929,177,100,29,29,99,26,12,2,74,108,28,9,93,137
25,25,35.17,-111.52,2057,1965,929,177,100,29,29,99,26,12,2,74,108,28,9,93,137
26,26,32.712,-109.922,3014,1184,379,176,108,39,81,39,19,4,4,187,280,21,9,68,246
27,27,32.7,-109.92,2896,1361,480,188,117,38,79,38,18,3,4,181,272,21,8,66,243
28,28,32.41378,-110.714957,2534,1834,758,225,139,34,96,53,34,4,2,129,267,17,9,59,250
29,29,32.41378,-110.714957,2534,1834,758,225,139,34,96,53,34,4,2,129,267,17,9,59,250
30,30,32.433619,-110.790248,2577,1749,700,224,138,39,117,56,38,4,1,129,307,15,11,82,290
31,31,32.433619,-110.790248,2577,1749,700,224,138,39,117,56,38,4,1,129,307,15,11,82,290
32,32,32.41378,-110.714957,2534,1834,758,225,139,34,96,53,34,4,2,129,267,17,9,59,250
33,33,32.41378,-110.714957,2534,1834,758,225,139,34,96,53,34,4,2,129,267,17,9,59,250
34,34,32.41378,-110.714957,2534,1834,758,225,139,34,96,53,34,4,2,129,267,17,9,59,250
35,35,32.433619,-110.790248,2577,1749,700,224,138,39,117,56,38,4,1,129,307,15,11,82,290
36,36,32.433619,-110.790248,2577,1749,700,224,138,39,117,56,38,4,1,129,307,15,11,82,290
37,37,32.433619,-110.790248,2577,1749,700,224,138,39,117,56,38,4,1,129,307,15,11,82,290
38,38,34.88,-111.82,1377,3497,1979,287,198,20,24,101,28,9,2,54,74,18,6,64,100
39,39,35.38,-111.53,2225,1679,745,154,82,25,24,80,20,14,2,74,114,32,8,93,143
40,40,35.23,-111.57,2000,2114,1035,185,108,25,24,89,21,11,2,77,98,27,9,92,107
41,41,35.5,-111.83,2194,1705,757,158,84,31,28,108,26,14,2,79,110,28,9,108,148
42,42,35.32,-111.72,2682,1091,374,121,49,54,45,191,51,25,2,94,122,32,12,144,218
43,43,35.2,-112.2,2157,1851,848,171,94,38,40,163,39,14,2,88,93,20,9,113,165
44,44,36.4,-112.2,2781,1300,515,152,79,92,45,205,53,22,3,72,105,28,9,136,198
45,45,34,-109.3,2845,1016,302,120,51,50,55,108,57,8,1,102,120,54,13,105,212
46,46,36.5,-112.7,1680,2923,1626,254,170,33,15,63,19,8,2,52,54,15,4,45,62
47,47,35.9,-111.8,1937,2195,1089,200,123,25,21,74,17,12,2,49,80,20,6,67,99
48,48,35.1,-112.2,1896,2264,1136,199,118,35,38,153,38,10,2,76,88,19,8,98,147
49,49,34.6,-110.8,2001,2242,1115,195,121,28,23,64,15,9,1,64,118,28,7,70,116
50,50,35.268981,-111.743513,2213,1580,687,138,63,33,28,115,30,13,1,85,108,27,9,95,121
51,51,36.462,-112.406,2125,1997,964,198,119,54,22,112,32,13,3,61,79,21,6,73,102
52,52,36.437,-112.092,2675,1388,575,164,90,87,44,194,52,23,3,71,110,31,9,139,184
53,53,36.439,-112.226,2650,1413,582,160,84,84,38,189,50,22,3,74,106,28,9,125,166
54,54,36.684,-112.285,2300,1841,864,199,128,65,21,147,42,18,2,75,97,26,7,98,99
55,55,36.768,-112.182,2300,1888,900,204,133,68,23,155,45,18,2,74,98,28,7,101,102
56,56,36.603,-112.156,2500,1606,714,185,116,81,33,180,49,21,3,73,106,30,8,119,144
57,57,36.352,-112.101,2775,1242,473,158,81,102,57,216,51,21,3,69,110,30,10,148,235
58,58,35.054572,-111.604947,2190,1673,741,155,79,45,44,166,43,15,3,75,113,29,11,134,188
59,59,35.054572,-111.604947,2190,1673,741,155,79,45,44,166,43,15,3,75,113,29,11,134,188
60,60,34.741633,-111.5042,2055,1925,903,175,99,39,45,151,39,12,2,63,112,23,10,107,181
